trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.25, 'e': 1.0}",35,10,-48.1157682724201,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",1
2,False,"{'a': 0.25, 'e': 0.9999996915748783}",25,0,-111.96574101080353,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
3,False,"{'a': 0.25, 'e': 0.9999987662997035}",20,4,-149.5980305901404,"{0: 6, 1: 2, 2: 5, 3: 1, 4: 2}",1
4,False,"{'a': 0.25, 'e': 0.9999972241750464}",20,0,-30.917842127379384,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
5,False,"{'a': 0.25, 'e': 0.9999950652018582}",25,0,-257.08372308347634,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 5}",0
6,False,"{'a': 0.25, 'e': 0.9999922893814706}",30,0,-129.6453625756202,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
7,False,"{'a': 0.25, 'e': 0.999988896715596}",20,0,-137.86530324823417,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
8,False,"{'a': 0.25, 'e': 0.999984887206327}",30,0,-288.6397892661052,"{0: 13, 1: 1, 2: 10, 3: 2, 4: 4}",0
9,False,"{'a': 0.25, 'e': 0.9999802608561371}",25,1,-60.08762657379762,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 1}",1
10,False,"{'a': 0.25, 'e': 0.9999750176678799}",20,0,-102.12381574607633,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
11,False,"{'a': 0.25, 'e': 0.9999691576447897}",30,0,-145.95811512631994,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
12,False,"{'a': 0.25, 'e': 0.9999626807904812}",30,0,-156.66525495617518,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
13,False,"{'a': 0.25, 'e': 0.9999555871089498}",25,0,-120.77337383157032,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
14,False,"{'a': 0.25, 'e': 0.9999478766045711}",25,0,-143.8292382686951,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
15,False,"{'a': 0.25, 'e': 0.9999395492821014}",20,16,5.9634260442653435,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,False,"{'a': 0.25, 'e': 0.9999306051466773}",20,0,-121.36007349440257,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
