trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.99}",20,0,-42.952676064427976,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
2,False,"{'a': 0.5, 'e': 0.9801}",20,0,-110.64508715408118,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.9702989999999999}",20,0,-108.24854589492713,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.96059601}",25,0,-126.63640610235636,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.9509900498999999}",30,0,-179.76699523514276,"{0: 15, 1: 5, 2: 5, 3: 4, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9414801494009999}",25,0,-21.66154946891775,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9320653479069899}",25,0,-102.32703044172091,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.92274469442792}",20,0,-123.78651338013698,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.9135172474836407}",25,0,-164.24905907941584,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
10,False,"{'a': 0.5, 'e': 0.9043820750088043}",25,0,-164.07655145354772,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
11,False,"{'a': 0.5, 'e': 0.8953382542587163}",25,0,-196.54427240595618,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
12,False,"{'a': 0.5, 'e': 0.8863848717161291}",35,0,-106.01058564556578,"{0: 21, 1: 4, 2: 9, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.8775210229989678}",25,0,-150.1050312779205,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8687458127689781}",25,8,-104.14809115268802,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
15,False,"{'a': 0.5, 'e': 0.8600583546412883}",20,0,-36.29271739726308,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.8514577710948754}",25,0,-79.87959595548836,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 0.8429431933839266}",20,0,-107.20209137439225,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
18,False,"{'a': 0.5, 'e': 0.8345137614500874}",25,0,-61.167728447793436,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.8261686238355865}",30,0,-169.90402099725017,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': 0.8179069375972307}",25,0,-135.40258387140221,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8097278682212583}",20,0,-118.69458830259137,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.8016305895390458}",30,0,-72.24597342055178,"{0: 21, 1: 4, 2: 2, 3: 3, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.7936142836436553}",30,0,-113.58992640495929,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.5, 'e': 0.7856781408072188}",30,18,-73.58784311611974,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
25,False,"{'a': 0.5, 'e': 0.7778213593991465}",35,0,-213.06848052539667,"{0: 21, 1: 3, 2: 5, 3: 3, 4: 3}",0
26,False,"{'a': 0.5, 'e': 0.7700431458051551}",25,0,-196.5121487252015,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
27,False,"{'a': 0.5, 'e': 0.7623427143471035}",25,0,-103.50598331619922,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
28,False,"{'a': 0.5, 'e': 0.7547192872036325}",20,0,-84.79522845001091,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.7471720943315961}",30,16,-59.36571835166382,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
30,False,"{'a': 0.5, 'e': 0.7397003733882802}",20,0,-106.73526289831224,"{0: 13, 1: 2, 2: 1, 3: 3, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.7323033696543974}",20,6,-36.93479306572552,"{0: 7, 1: 4, 2: 3, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.7249803359578534}",20,10,17.745297121887226,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.7177305325982748}",35,0,-117.44261295828467,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.7105532272722921}",25,16,-28.791178365125095,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
35,False,"{'a': 0.5, 'e': 0.7034476949995692}",25,0,-85.27951226699194,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.6964132180495735}",20,0,-51.45086662358769,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.6894490858690777}",25,0,-117.4531633572155,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
38,False,"{'a': 0.5, 'e': 0.682554595010387}",25,0,-151.2755815039116,"{0: 13, 1: 3, 2: 5, 3: 3, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.6757290490602831}",20,0,-121.12433399876822,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.6689717585696803}",25,0,-136.11054306681015,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.6622820409839835}",25,8,-46.885557473014025,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
42,False,"{'a': 0.5, 'e': 0.6556592205741436}",20,0,-15.185358553611344,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
43,False,"{'a': 0.5, 'e': 0.6491026283684022}",25,2,-90.65880965695622,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
44,False,"{'a': 0.5, 'e': 0.6426116020847181}",25,0,-61.73373334143135,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.6361854860638709}",20,0,-130.7716207280398,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.6298236312032323}",20,0,-109.71364319634984,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.6235253948912}",25,13,16.841933438760535,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.5, 'e': 0.617290140942288}",20,0,-99.2147029894282,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.6111172395328651}",30,1,-101.0233051473555,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6050060671375365}",20,6,-60.26456471020691,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
51,False,"{'a': 0.5, 'e': 0.5989560064661611}",25,0,-76.10119504482708,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.5929664464014994}",20,0,-122.77277492293206,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.5870367819374844}",25,0,-53.12596857695111,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.5811664141181095}",20,0,-43.48198793540192,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5753547499769285}",25,10,-11.599201672208455,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5696012024771592}",20,0,-140.73428308127885,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.5639051904523876}",20,4,20.49677531783476,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.5582661385478638}",30,10,-82.38053490419667,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",1
